Performance_ID,Student_ID,Subject_Name,Year,Term,Score,Grade
PERF499,STD007,Civic Education,SS2,First Term,58,D7
PERF500,STD007,Civic Education,SS2,Second Term,56,A1
PERF501,STD007,Civic Education,SS2,Third Term,88,C4
PERF502,STD007,Civic Education,SS3,First Term,87,D7
PERF503,STD007,Civic Education,SS3,Second Term,85,B2
PERF504,STD007,Civic Education,SS3,Third Term,60,F9
PERF505,STD007,French,SS1,First Term,81,B3
PERF506,STD007,French,SS1,Second Term,58,E8
PERF507,STD007,French,SS1,Third Term,73,F9
PERF508,STD007,French,SS2,First Term,67,C5
PERF509,STD007,French,SS2,Second Term,81,C6
PERF510,STD007,French,SS2,Third Term,73,C5
PERF511,STD007,French,SS3,First Term,75,D7
PERF512,STD007,French,SS3,Second Term,91,C5
PERF513,STD007,French,SS3,Third Term,57,E8
PERF514,STD007,CRS/IRS,SS1,First Term,45,C4
PERF515,STD007,CRS/IRS,SS1,Second Term,97,C5
PERF516,STD007,CRS/IRS,SS1,Third Term,99,C6
PERF517,STD007,CRS/IRS,SS2,First Term,96,A1
PERF518,STD007,CRS/IRS,SS2,Second Term,84,F9
PERF519,STD007,CRS/IRS,SS2,Third Term,69,E8
PERF520,STD007,CRS/IRS,SS3,First Term,53,E8
PERF521,STD007,CRS/IRS,SS3,Second Term,90,A1
PERF522,STD007,CRS/IRS,SS3,Third Term,49,B3
PERF523,STD007,History,SS1,First Term,72,A1
PERF524,STD007,History,SS1,Second Term,96,F9
PERF525,STD007,History,SS1,Third Term,76,C5
PERF526,STD007,History,SS2,First Term,81,C4
PERF527,STD007,History,SS2,Second Term,97,E8
PERF528,STD007,History,SS2,Third Term,59,A1
PERF529,STD007,History,SS3,First Term,45,D7
PERF530,STD007,History,SS3,Second Term,69,C6
PERF531,STD007,History,SS3,Third Term,63,D7
PERF532,STD007,Economics,SS1,First Term,60,B2
PERF533,STD007,Economics,SS1,Second Term,93,C4
PERF534,STD007,Economics,SS1,Third Term,57,C4
PERF535,STD007,Economics,SS2,First Term,41,B3
PERF536,STD007,Economics,SS2,Second Term,79,C5
PERF537,STD007,Economics,SS2,Third Term,48,E8
PERF538,STD007,Economics,SS3,First Term,41,B2
PERF539,STD007,Economics,SS3,Second Term,81,B3
PERF540,STD007,Economics,SS3,Third Term,56,F9
PERF541,STD007,Garment Making,SS1,First Term,96,E8
PERF542,STD007,Garment Making,SS1,Second Term,52,C5
PERF543,STD007,Garment Making,SS1,Third Term,59,B2
PERF544,STD007,Garment Making,SS2,First Term,55,C6
PERF545,STD007,Garment Making,SS2,Second Term,42,F9
PERF546,STD007,Garment Making,SS2,Third Term,52,B3
PERF547,STD007,Garment Making,SS3,First Term,90,A1
PERF548,STD007,Garment Making,SS3,Second Term,100,C4
PERF549,STD007,Garment Making,SS3,Third Term,71,C6
PERF550,STD008,English Studies,SS1,First Term,73,D7
PERF551,STD008,English Studies,SS1,Second Term,45,D7
PERF552,STD008,English Studies,SS1,Third Term,77,D7
PERF553,STD008,English Studies,SS2,First Term,67,B2
PERF554,STD008,English Studies,SS2,Second Term,40,B2
PERF555,STD008,English Studies,SS2,Third Term,50,C4
PERF556,STD008,English Studies,SS3,First Term,52,C4
PERF557,STD008,English Studies,SS3,Second Term,98,F9
PERF558,STD008,English Studies,SS3,Third Term,64,A1
PERF559,STD008,Mathematics,SS1,First Term,80,C4
PERF560,STD008,Mathematics,SS1,Second Term,96,C5
PERF561,STD008,Mathematics,SS1,Third Term,44,A1
PERF562,STD008,Mathematics,SS2,First Term,70,E8
PERF563,STD008,Mathematics,SS2,Second Term,99,A1
PERF564,STD008,Mathematics,SS2,Third Term,91,A1
PERF565,STD008,Mathematics,SS3,First Term,43,A1
PERF566,STD008,Mathematics,SS3,Second Term,82,D7
PERF567,STD008,Mathematics,SS3,Third Term,77,C4
PERF568,STD008,Civic Education,SS1,First Term,88,B3
PERF569,STD008,Civic Education,SS1,Second Term,85,A1
PERF570,STD008,Civic Education,SS1,Third Term,50,F9
PERF571,STD008,Civic Education,SS2,First Term,72,C4
PERF572,STD008,Civic Education,SS2,Second Term,63,C4
PERF573,STD008,Civic Education,SS2,Third Term,78,A1
PERF574,STD008,Civic Education,SS3,First Term,59,C5
PERF575,STD008,Civic Education,SS3,Second Term,93,C4
PERF576,STD008,Civic Education,SS3,Third Term,98,C6
PERF577,STD008,Geography,SS1,First Term,90,C4
PERF578,STD008,Geography,SS1,Second Term,41,C4
PERF579,STD008,Geography,SS1,Third Term,57,C6
PERF580,STD008,Geography,SS2,First Term,65,D7
PERF581,STD008,Geography,SS2,Second Term,59,D7
PERF582,STD008,Geography,SS2,Third Term,91,C4
PERF583,STD008,Geography,SS3,First Term,58,C4
PERF584,STD008,Geography,SS3,Second Term,52,B2
PERF585,STD008,Geography,SS3,Third Term,43,F9
PERF586,STD008,Accounting,SS1,First Term,72,C5
PERF587,STD008,Accounting,SS1,Second Term,54,F9
PERF588,STD008,Accounting,SS1,Third Term,44,E8
PERF589,STD008,Accounting,SS2,First Term,70,C4
PERF590,STD008,Accounting,SS2,Second Term,51,B2
PERF591,STD008,Accounting,SS2,Third Term,48,B2
PERF592,STD008,Accounting,SS3,First Term,53,B2
PERF593,STD008,Accounting,SS3,Second Term,59,A1
PERF594,STD008,Accounting,SS3,Third Term,85,C6
PERF595,STD008,Further Mathematics,SS1,First Term,62,C5
PERF596,STD008,Further Mathematics,SS1,Second Term,44,C4
PERF597,STD008,Further Mathematics,SS1,Third Term,88,B2
PERF598,STD008,Further Mathematics,SS2,First Term,58,D7
PERF599,STD008,Further Mathematics,SS2,Second Term,59,D7
PERF600,STD008,Further Mathematics,SS2,Third Term,61,A1
PERF601,STD008,Further Mathematics,SS3,First Term,82,F9
PERF602,STD008,Further Mathematics,SS3,Second Term,100,C6
PERF603,STD008,Further Mathematics,SS3,Third Term,93,C4
PERF604,STD008,Economics,SS1,First Term,82,C4
PERF605,STD008,Economics,SS1,Second Term,76,C4
PERF606,STD008,Economics,SS1,Third Term,50,C5
PERF607,STD008,Economics,SS2,First Term,63,C4
PERF608,STD008,Economics,SS2,Second Term,62,D7
PERF609,STD008,Economics,SS2,Third Term,94,E8
PERF610,STD008,Economics,SS3,First Term,52,A1
PERF611,STD008,Economics,SS3,Second Term,93,C6
PERF612,STD008,Economics,SS3,Third Term,100,B2
PERF613,STD008,Agricultural Science,SS1,First Term,83,C6
PERF614,STD008,Agricultural Science,SS1,Second Term,45,D7
PERF615,STD008,Agricultural Science,SS1,Third Term,69,D7
PERF616,STD008,Agricultural Science,SS2,First Term,65,D7
PERF617,STD008,Agricultural Science,SS2,Second Term,45,A1
PERF618,STD008,Agricultural Science,SS2,Third Term,79,B3
PERF619,STD008,Agricultural Science,SS3,First Term,43,D7
PERF620,STD008,Agricultural Science,SS3,Second Term,61,C6
PERF621,STD008,Agricultural Science,SS3,Third Term,46,D7
PERF622,STD008,Marketing,SS1,First Term,44,A1
PERF623,STD008,Marketing,SS1,Second Term,81,C5
PERF624,STD008,Marketing,SS1,Third Term,54,C5
PERF625,STD008,Marketing,SS2,First Term,68,C5
PERF626,STD008,Marketing,SS2,Second Term,56,A1
PERF627,STD008,Marketing,SS2,Third Term,67,B2
PERF628,STD008,Marketing,SS3,First Term,97,B2
PERF629,STD008,Marketing,SS3,Second Term,82,C5
PERF630,STD008,Marketing,SS3,Third Term,53,B2
PERF631,STD009,English Studies,SS1,First Term,41,E8
PERF632,STD009,English Studies,SS1,Second Term,45,A1
PERF633,STD009,English Studies,SS1,Third Term,61,F9
PERF634,STD009,English Studies,SS2,First Term,40,F9
PERF635,STD009,English Studies,SS2,Second Term,67,A1
PERF636,STD009,English Studies,SS2,Third Term,62,A1
PERF637,STD009,English Studies,SS3,First Term,86,B3
PERF638,STD009,English Studies,SS3,Second Term,41,D7
PERF639,STD009,English Studies,SS3,Third Term,50,C4
PERF640,STD009,Mathematics,SS1,First Term,55,C4
PERF641,STD009,Mathematics,SS1,Second Term,95,B3
PERF642,STD009,Mathematics,SS1,Third Term,97,D7
PERF643,STD009,Mathematics,SS2,First Term,81,B2
PERF644,STD009,Mathematics,SS2,Second Term,87,B2
PERF645,STD009,Mathematics,SS2,Third Term,84,C4
PERF646,STD009,Mathematics,SS3,First Term,74,F9
PERF647,STD009,Mathematics,SS3,Second Term,66,B2
PERF648,STD009,Mathematics,SS3,Third Term,64,A1
PERF649,STD009,Civic Education,SS1,First Term,97,F9
PERF650,STD009,Civic Education,SS1,Second Term,51,C4
PERF651,STD009,Civic Education,SS1,Third Term,97,F9
PERF652,STD009,Civic Education,SS2,First Term,65,C4
PERF653,STD009,Civic Education,SS2,Second Term,54,E8
PERF654,STD009,Civic Education,SS2,Third Term,55,B3
PERF655,STD009,Civic Education,SS3,First Term,49,C5
PERF656,STD009,Civic Education,SS3,Second Term,54,A1
PERF657,STD009,Civic Education,SS3,Third Term,53,A1
PERF658,STD009,Computer Science,SS1,First Term,92,F9
PERF659,STD009,Computer Science,SS1,Second Term,51,F9
PERF660,STD009,Computer Science,SS1,Third Term,89,F9
PERF661,STD009,Computer Science,SS2,First Term,91,C6
PERF662,STD009,Computer Science,SS2,Second Term,88,B2
PERF663,STD009,Computer Science,SS2,Third Term,71,B3
PERF664,STD009,Computer Science,SS3,First Term,44,F9
PERF665,STD009,Computer Science,SS3,Second Term,43,C6
PERF666,STD009,Computer Science,SS3,Third Term,92,B2
PERF667,STD009,Chemistry,SS1,First Term,100,B2
PERF668,STD009,Chemistry,SS1,Second Term,60,B3
PERF669,STD009,Chemistry,SS1,Third Term,71,C5
PERF670,STD009,Chemistry,SS2,First Term,62,A1
PERF671,STD009,Chemistry,SS2,Second Term,66,C4
PERF672,STD009,Chemistry,SS2,Third Term,88,B3
PERF673,STD009,Chemistry,SS3,First Term,52,F9
PERF674,STD009,Chemistry,SS3,Second Term,90,B3
PERF675,STD009,Chemistry,SS3,Third Term,42,C6
PERF676,STD009,Technical Drawing,SS1,First Term,51,A1
PERF677,STD009,Technical Drawing,SS1,Second Term,67,F9
PERF678,STD009,Technical Drawing,SS1,Third Term,85,E8
PERF679,STD009,Technical Drawing,SS2,First Term,99,B3
PERF680,STD009,Technical Drawing,SS2,Second Term,51,C6
PERF681,STD009,Technical Drawing,SS2,Third Term,98,E8
PERF682,STD009,Technical Drawing,SS3,First Term,81,A1
PERF683,STD009,Technical Drawing,SS3,Second Term,43,C6
PERF684,STD009,Technical Drawing,SS3,Third Term,65,B2
PERF685,STD009,Economics,SS1,First Term,63,F9
PERF686,STD009,Economics,SS1,Second Term,66,C4
PERF687,STD009,Economics,SS1,Third Term,50,C6
PERF688,STD009,Economics,SS2,First Term,55,F9
PERF689,STD009,Economics,SS2,Second Term,68,C6
PERF690,STD009,Economics,SS2,Third Term,48,F9
PERF691,STD009,Economics,SS3,First Term,60,D7
PERF692,STD009,Economics,SS3,Second Term,55,C5
PERF693,STD009,Economics,SS3,Third Term,88,E8
PERF694,STD009,Garment Making,SS1,First Term,98,E8
PERF695,STD009,Garment Making,SS1,Second Term,92,A1
PERF696,STD009,Garment Making,SS1,Third Term,86,B2
PERF697,STD009,Garment Making,SS2,First Term,91,D7
PERF698,STD009,Garment Making,SS2,Second Term,49,B2
PERF699,STD009,Garment Making,SS2,Third Term,42,A1
PERF700,STD009,Garment Making,SS3,First Term,59,C4
PERF701,STD009,Garment Making,SS3,Second Term,74,E8
PERF702,STD009,Garment Making,SS3,Third Term,93,F9
PERF703,STD010,English Studies,SS1,First Term,90,B2
PERF704,STD010,English Studies,SS1,Second Term,77,B2
PERF705,STD010,English Studies,SS1,Third Term,68,B3
PERF706,STD010,English Studies,SS2,First Term,64,B3
PERF707,STD010,English Studies,SS2,Second Term,67,C6
PERF708,STD010,English Studies,SS2,Third Term,84,C5
PERF709,STD010,English Studies,SS3,First Term,58,C4
PERF710,STD010,English Studies,SS3,Second Term,57,B3
PERF711,STD010,English Studies,SS3,Third Term,46,E8
PERF712,STD010,Mathematics,SS1,First Term,47,B2
PERF713,STD010,Mathematics,SS1,Second Term,53,F9
PERF714,STD010,Mathematics,SS1,Third Term,45,B3
PERF715,STD010,Mathematics,SS2,First Term,50,B3
PERF716,STD010,Mathematics,SS2,Second Term,91,C5
PERF717,STD010,Mathematics,SS2,Third Term,81,A1
PERF718,STD010,Mathematics,SS3,First Term,47,A1
PERF719,STD010,Mathematics,SS3,Second Term,61,F9
PERF720,STD010,Mathematics,SS3,Third Term,42,F9
PERF721,STD010,Civic Education,SS1,First Term,60,C5
PERF722,STD010,Civic Education,SS1,Second Term,67,D7
PERF723,STD010,Civic Education,SS1,Third Term,44,B2
PERF724,STD010,Civic Education,SS2,First Term,86,F9
PERF725,STD010,Civic Education,SS2,Second Term,42,C6
PERF726,STD010,Civic Education,SS2,Third Term,70,B2
PERF727,STD010,Civic Education,SS3,First Term,46,A1
PERF728,STD010,Civic Education,SS3,Second Term,66,F9
PERF729,STD010,Civic Education,SS3,Third Term,85,F9
PERF730,STD010,Economics,SS1,First Term,54,B3
PERF731,STD010,Economics,SS1,Second Term,86,B2
PERF732,STD010,Economics,SS1,Third Term,82,B3
PERF733,STD010,Economics,SS2,First Term,95,B3
PERF734,STD010,Economics,SS2,Second Term,55,B3
PERF735,STD010,Economics,SS2,Third Term,54,C4
PERF736,STD010,Economics,SS3,First Term,93,C6
PERF737,STD010,Economics,SS3,Second Term,96,C5
PERF738,STD010,Economics,SS3,Third Term,98,C4
PERF739,STD010,Agricultural Science,SS1,First Term,66,B3
PERF740,STD010,Agricultural Science,SS1,Second Term,54,B2
PERF741,STD010,Agricultural Science,SS1,Third Term,82,C5
PERF742,STD010,Agricultural Science,SS2,First Term,70,C4
PERF743,STD010,Agricultural Science,SS2,Second Term,48,F9
PERF744,STD010,Agricultural Science,SS2,Third Term,83,C4
PERF745,STD010,Agricultural Science,SS3,First Term,96,B2
PERF746,STD010,Agricultural Science,SS3,Second Term,59,C5
PERF747,STD010,Agricultural Science,SS3,Third Term,40,C5
PERF748,STD010,Government,SS1,First Term,61,C6
PERF749,STD010,Government,SS1,Second Term,50,A1
PERF750,STD010,Government,SS1,Third Term,64,B3
PERF751,STD010,Government,SS2,First Term,87,E8
PERF752,STD010,Government,SS2,Second Term,85,C5
PERF753,STD010,Government,SS2,Third Term,57,B2
PERF754,STD010,Government,SS3,First Term,43,C4
PERF755,STD010,Government,SS3,Second Term,68,D7
PERF756,STD010,Government,SS3,Third Term,92,E8
PERF757,STD010,Accounting,SS1,First Term,67,B3
PERF758,STD010,Accounting,SS1,Second Term,77,A1
PERF759,STD010,Accounting,SS1,Third Term,42,A1
PERF760,STD010,Accounting,SS2,First Term,74,F9
PERF761,STD010,Accounting,SS2,Second Term,98,E8
PERF762,STD010,Accounting,SS2,Third Term,81,A1
PERF763,STD010,Accounting,SS3,First Term,59,C6
PERF764,STD010,Accounting,SS3,Second Term,100,B3
PERF765,STD010,Accounting,SS3,Third Term,40,C4
PERF766,STD010,Marketing,SS1,First Term,54,C5
PERF767,STD010,Marketing,SS1,Second Term,71,B3
PERF768,STD010,Marketing,SS1,Third Term,87,C6
PERF769,STD010,Marketing,SS2,First Term,91,F9
PERF770,STD010,Marketing,SS2,Second Term,60,C4
PERF771,STD010,Marketing,SS2,Third Term,59,E8
PERF772,STD010,Marketing,SS3,First Term,70,F9
PERF773,STD010,Marketing,SS3,Second Term,62,D7
PERF774,STD010,Marketing,SS3,Third Term,54,C4
PERF775,STD011,English Studies,SS1,First Term,64,C6
PERF776,STD011,English Studies,SS1,Second Term,47,C4
PERF777,STD011,English Studies,SS1,Third Term,81,E8
PERF778,STD011,English Studies,SS2,First Term,96,C4
PERF779,STD011,English Studies,SS2,Second Term,63,B3
PERF780,STD011,English Studies,SS2,Third Term,46,C6
PERF781,STD011,English Studies,SS3,First Term,68,D7
PERF782,STD011,English Studies,SS3,Second Term,83,A1
PERF783,STD011,English Studies,SS3,Third Term,63,D7
PERF784,STD011,Mathematics,SS1,First Term,84,C4
PERF785,STD011,Mathematics,SS1,Second Term,58,B3
PERF786,STD011,Mathematics,SS1,Third Term,54,E8
PERF787,STD011,Mathematics,SS2,First Term,78,D7
PERF788,STD011,Mathematics,SS2,Second Term,58,C5
PERF789,STD011,Mathematics,SS2,Third Term,69,E8
PERF790,STD011,Mathematics,SS3,First Term,65,C6
PERF791,STD011,Mathematics,SS3,Second Term,72,B2
PERF792,STD011,Mathematics,SS3,Third Term,54,C5
PERF793,STD011,Civic Education,SS1,First Term,80,B3
PERF794,STD011,Civic Education,SS1,Second Term,69,C4
PERF795,STD011,Civic Education,SS1,Third Term,56,C4
PERF796,STD011,Civic Education,SS2,First Term,77,B2
PERF797,STD011,Civic Education,SS2,Second Term,100,D7
PERF798,STD011,Civic Education,SS2,Third Term,81,C6
PERF799,STD011,Civic Education,SS3,First Term,71,F9
PERF800,STD011,Civic Education,SS3,Second Term,82,C4
PERF801,STD011,Civic Education,SS3,Third Term,84,D7
PERF802,STD011,Agricultural Science,SS1,First Term,40,B2
PERF803,STD011,Agricultural Science,SS1,Second Term,49,F9
PERF804,STD011,Agricultural Science,SS1,Third Term,51,D7
PERF805,STD011,Agricultural Science,SS2,First Term,97,C6
PERF806,STD011,Agricultural Science,SS2,Second Term,60,B3
PERF807,STD011,Agricultural Science,SS2,Third Term,97,C6
PERF808,STD011,Agricultural Science,SS3,First Term,41,B3
PERF809,STD011,Agricultural Science,SS3,Second Term,84,B3
PERF810,STD011,Agricultural Science,SS3,Third Term,58,B2
PERF811,STD011,Computer Science,SS1,First Term,79,C4
PERF812,STD011,Computer Science,SS1,Second Term,74,C5
PERF813,STD011,Computer Science,SS1,Third Term,59,E8
PERF814,STD011,Computer Science,SS2,First Term,82,C5
PERF815,STD011,Computer Science,SS2,Second Term,72,A1
PERF816,STD011,Computer Science,SS2,Third Term,81,D7
PERF817,STD011,Computer Science,SS3,First Term,97,B3
PERF818,STD011,Computer Science,SS3,Second Term,75,A1
PERF819,STD011,Computer Science,SS3,Third Term,66,F9
PERF820,STD011,Economics,SS1,First Term,94,D7
PERF821,STD011,Economics,SS1,Second Term,64,C5
PERF822,STD011,Economics,SS1,Third Term,41,C4
PERF823,STD011,Economics,SS2,First Term,82,A1
PERF824,STD011,Economics,SS2,Second Term,91,F9
PERF825,STD011,Economics,SS2,Third Term,72,F9
PERF826,STD011,Economics,SS3,First Term,54,C6
PERF827,STD011,Economics,SS3,Second Term,90,C6
PERF828,STD011,Economics,SS3,Third Term,48,C4
PERF829,STD011,Physics,SS1,First Term,93,B3
PERF830,STD011,Physics,SS1,Second Term,73,C6
PERF831,STD011,Physics,SS1,Third Term,66,A1
PERF832,STD011,Physics,SS2,First Term,48,B3
PERF833,STD011,Physics,SS2,Second Term,94,E8
PERF834,STD011,Physics,SS2,Third Term,93,D7
PERF835,STD011,Physics,SS3,First Term,51,B3
PERF836,STD011,Physics,SS3,Second Term,84,D7
PERF837,STD011,Physics,SS3,Third Term,86,C5
PERF838,STD011,Chemistry,SS1,First Term,52,C4
PERF839,STD011,Chemistry,SS1,Second Term,56,C4
PERF840,STD011,Chemistry,SS1,Third Term,53,A1
PERF841,STD011,Chemistry,SS2,First Term,66,C6
PERF842,STD011,Chemistry,SS2,Second Term,76,C4
PERF843,STD011,Chemistry,SS2,Third Term,59,C6
PERF844,STD011,Chemistry,SS3,First Term,58,A1
PERF845,STD011,Chemistry,SS3,Second Term,53,F9
PERF846,STD011,Chemistry,SS3,Third Term,55,C4
PERF847,STD011,Mechanics,SS1,First Term,89,A1
PERF848,STD011,Mechanics,SS1,Second Term,79,B2
PERF849,STD011,Mechanics,SS1,Third Term,69,B2
PERF850,STD011,Mechanics,SS2,First Term,50,B2
PERF851,STD011,Mechanics,SS2,Second Term,44,B3
PERF852,STD011,Mechanics,SS2,Third Term,61,C6
PERF853,STD011,Mechanics,SS3,First Term,78,D7
PERF854,STD011,Mechanics,SS3,Second Term,41,D7
PERF855,STD011,Mechanics,SS3,Third Term,85,C4
PERF856,STD012,English Studies,SS1,First Term,79,C6
PERF857,STD012,English Studies,SS1,Second Term,88,E8
PERF858,STD012,English Studies,SS1,Third Term,56,B2
PERF859,STD012,English Studies,SS2,First Term,48,F9
PERF860,STD012,English Studies,SS2,Second Term,48,C4
PERF861,STD012,English Studies,SS2,Third Term,66,B3
PERF862,STD012,English Studies,SS3,First Term,80,C4
PERF863,STD012,English Studies,SS3,Second Term,74,C6
PERF864,STD012,English Studies,SS3,Third Term,91,F9
PERF865,STD012,Mathematics,SS1,First Term,57,C6
PERF866,STD012,Mathematics,SS1,Second Term,66,D7
PERF867,STD012,Mathematics,SS1,Third Term,79,A1
PERF868,STD012,Mathematics,SS2,First Term,79,B3
PERF869,STD012,Mathematics,SS2,Second Term,47,E8
PERF870,STD012,Mathematics,SS2,Third Term,93,F9
PERF871,STD012,Mathematics,SS3,First Term,64,B2
PERF872,STD012,Mathematics,SS3,Second Term,83,E8
PERF873,STD012,Mathematics,SS3,Third Term,52,C5
PERF874,STD012,Civic Education,SS1,First Term,94,F9
PERF875,STD012,Civic Education,SS1,Second Term,46,C4
PERF876,STD012,Civic Education,SS1,Third Term,86,C5
PERF877,STD012,Civic Education,SS2,First Term,56,A1
PERF878,STD012,Civic Education,SS2,Second Term,70,C4
PERF879,STD012,Civic Education,SS2,Third Term,45,C6
PERF880,STD012,Civic Education,SS3,First Term,93,F9
PERF881,STD012,Civic Education,SS3,Second Term,65,F9
PERF882,STD012,Civic Education,SS3,Third Term,47,D7
PERF883,STD012,Economics,SS1,First Term,77,C5
PERF884,STD012,Economics,SS1,Second Term,40,B2
PERF885,STD012,Economics,SS1,Third Term,84,C4
PERF886,STD012,Economics,SS2,First Term,44,E8
PERF887,STD012,Economics,SS2,Second Term,80,C4
PERF888,STD012,Economics,SS2,Third Term,86,D7
PERF889,STD012,Economics,SS3,First Term,69,A1
PERF890,STD012,Economics,SS3,Second Term,46,B3
PERF891,STD012,Economics,SS3,Third Term,43,C6
PERF892,STD012,Agricultural Science,SS1,First Term,100,C5
PERF893,STD012,Agricultural Science,SS1,Second Term,43,B3
